herb	symptoms
陈皮	纳略增,3.65442421016	偶口干口苦,3.65442421016	代诉：病情平稳,3.65442421016	微畏寒,3.65442421016	胃脘胃寒,3.65442421016	舌下脉络瘀曲,3.65442421016	腹部畏寒略减,3.65442421016	泛吐白沫,3.65442421016	舌体瘦,3.65442421016	口粘减轻,3.65442421016	头晕减轻,3.65442421016	舌燥,3.65442421016	舌淡紫暗胖,3.65442421016	咽部有异物感,3.65442421016	脑鸣,3.65442421016	胃脘部下坠感,3.65442421016	苔浊腻,3.65442421016	舌干,3.65442421016	前部苔少,3.65442421016	进食后偶嗳气,3.65442421016	小便热,3.65442421016	面部痤疮多,3.65442421016	打鼾,3.65442421016	吞咽困难,3.65442421016	排气少,3.65442421016	不能多食,3.62844872376	反食,3.62702523597	偶呕吐,3.61186459574	受凉加重,3.60997244759	食后嗳气,3.60997244759	腹部畏寒明显,3.60790419452	舌淡边有齿痕,3.60790419452	泻后则安,3.60563404599	嘈杂,3.59726579632	大便有时干,3.59726579632	嗳气减少,3.59379958834	胃胀明显好转,3.59190385318	进食后嗳气,3.58988568902	家族史否认,3.58988568902	舌暗淡胖,3.58773283566	矢气减少,3.58543133867	大便粘好转,3.58543133867	苔黄白腻,3.58031623801	有瘀点,3.58031623801	纳稍增,3.58031623801	反酸偶作,3.58031623801	上腹胀满,3.57746316902	质不干,3.57746316902	下肢疼痛,3.57438150249	膝关节畏寒,3.57438150249	得嗳气矢气则舒,3.57438150249	食欲差,3.57438150249	偶咳痰,3.57438150249	舌质红,3.57438150249	胃中沥沥在声,3.57438150249	晨起口臭,3.57438150249	大便时干,3.57438150249	偶干咳,3.57438150249	两胁痛,3.56741283317	口干苦,3.56741283317	耳鸣减轻,3.56741283317	腹泻减轻,3.55911403035	自觉上火,3.55911403035	睡眠偏差,3.55911403035	嗳气偶作,3.55911403035	心悸减轻,3.55911403035	反酸减少,3.55911403035	口干明显,3.55911403035	大便渐成形,3.55911403035	气上逆感,3.55598413735	脉滑数,3.55598413735	大便欠畅,3.5543407516	口腔异味减轻,3.5543407516	嗳气频作,3.55332809329	喜温喜按,3.5490636945	背痛减轻,3.5490636945	小腹胀满,3.5490636945	睡眠质量好转,3.5490636945	苔根部腻,3.5490636945	口粘好转,3.5490636945	胃脘及背部畏寒,3.5490636945	脐周隐痛,3.5490636945	偶胸痛,3.5490636945	口苦好转,3.5490636945	体胖,3.5490636945	仍有嗳气,3.5490636945	夜尿3次,3.5490636945	肠鸣减轻,3.5490636945	上腹胀,3.5490636945	有时偏干,3.5490636945	咽痛好转,3.5490636945	大便偶不成形,3.5490636945	舌淡暗略胖,3.5490636945	胃脘畏寒减轻,3.54621062552	大便不成形,3.54319857505	时有口苦,3.54109552485	畏脘畏寒,3.53379622237	基本成形,3.53182188807	得嗳气则舒,3.53081025419	纳眠差,3.52926106721	
北沙参	舌体瘦,5.84610029909	体胖,5.48942535515	少津,5.15295311853	咳吐不利,5.15295311853	根部薄白,5.05764293873	苔前部少,5.03517008287	有瘀点,4.9988024387	服上药后,4.97063156174	鼻干,4.96371111889	唇燥,4.95879710409	纳眠差,4.95879710409	夜间口干减轻,4.92980956722	苔偏少,4.92980956722	目眵多,4.92980956722	根部薄黄,4.89701974439	苔局部花剥,4.83449938741	苔中根部薄黄,4.81648088191	口干咽燥,4.79004762484	唇干,4.78320609303	偶右胁不适,4.74748801042	局部剥脱,4.72217020244	前部少苔,4.71763504727	苔少,4.71763504727	偶干咳,4.66744530275	口干不欲饮,4.64212749477	有裂纹,4.63002708783	上腹胀满,4.62970497477	夜间口干,4.61664840946	脉弦细数,4.5933373306	烦躁,4.5933373306	有软裂,4.5933373306	舌灼热感,4.56516645363	舌紫暗红胖,4.54681731496	心下悸动,4.54681731496	口干明显,4.54681731496	舌红暗,4.51696435181	流清涕,4.51109923236	病情稳定,4.51109923236	脉弦缓,4.45980593797	胸骨后烧灼感减轻,4.45980593797	目困,4.45980593797	出汗多,4.45980593797	胃脘部下坠感,4.45980593797	舌干,4.45980593797	时有右胁痛,4.45980593797	干咳,4.39081306648	右胁隐痛,4.3797632303	前部苔少,4.3797632303	喜饮,4.36449575817	舌面有裂纹,4.34202290231	糖尿病饮食,4.30565525814	吞咽不畅,4.28795568104	牙龈出血,4.28795568104	食欲好,4.28212476073	大便基本成形,4.25105112411	背痛减轻,4.23666238666	口粘好转,4.23666238666	矢气减少,4.23666238666	反复发作,4.23666238666	苔根部白腻,4.23666238666	双下肢肿减轻,4.23666238666	大便偶不成形,4.23666238666	嗳气减少,4.21685975936	大便欠成形,4.19469818756	苔厚腻略黄,4.18787222249	根部黄,4.17212386552	消瘦,4.17212386552	嗳气明显减轻,4.17212386552	咽干,4.16371338701	否认过敏史,4.15970134552	足跟痛,4.14135220685	舌燥,4.14135220685	嗳气偶作,4.14135220685	根部黄腻,4.14135220685	胃脘隐痛减轻,4.14135220685	咽部充血,4.14135220685	大便溏,4.14135220685	大小便调,4.13438353754	不能多食,4.12844880202	脉弦数,4.12333370135	全身关节疼痛,4.1114992437	偶头晕,4.1114992437	乏津,4.10313099403	苔根部黄腻,4.09690044428	时有腹痛,4.07539423906	咽痒,4.07114794818	吞咽食物时梗噎不畅,4.05434082986	胸闷减轻,4.05434082986	苔中根部黄,4.05434082986	耳鸣减轻,4.05434082986	口干舌燥,4.05434082986	腰部畏寒,4.05434082986	苔黄略腻,4.01351883534	小便不畅,4.01351883534	失眠好转,4.00782081423	食欲好转,4.00782081423	偶背痛,4.00027360859	不喜饮,4.00027360859	盗汗,3.98980230873	不喜进食生冷,3.97429812219	

三七	有瘀点,5.40831340533	嗳气偶作,5.39816103387	目胀,5.31114965688	睡眠质量好转,5.15699897705	病情稳定,5.10293175578	乏力明显好转,5.07695626938	口干渴,5.06168879725	舌淡暗红,5.00284829722	腹胀不明显,4.93385542574	晨起嗳气,4.93385542574	口干咽燥,4.91187651902	舌淡紫暗胖,4.89463471258	口臭明显减轻,4.8693169046	健忘,4.8693169046	口干好转,4.8568943846	自觉上火,4.83854524593	大便渐成形,4.83854524593	舌下脉络瘀曲,4.75153386894	大便黑,4.75153386894	胃脘部畏寒,4.75153386894	糖尿病饮食,4.71516622477	脉弦缓,4.70501385331	有瘀斑,4.70152344837	胃脘畏寒好转,4.69746664767	嗳气减少,4.69090924713	苔薄黄略腻,4.68699534781	面部烘热,4.68699534781	以流食为主,4.67149116127	晨起口干,4.67149116127	腹部畏寒减轻,4.66745075173	大便基本成形,4.66056209074	食后嗳气,4.66056209074	代诉：病情平稳,4.64617335328	背痛减轻,4.64617335328	夜间口干减轻,4.64617335328	偶有胃脘隐痛,4.64617335328	唇燥,4.62637072599	双下肢畏寒,4.62637072599	量多,4.61800247632	口干口苦减轻,4.59738318912	嘈杂,4.56921231215	手足凉好转,4.56921231215	口疮,4.55086317348	偶有反酸,4.55086317348	时有胃脘不适,4.55086317348	舌红暗,4.52101021033	左侧腹痛,4.51514509088	小腹胀,4.50641141091	咽部异物感减轻,4.49560049481	不能多食,4.48916960448	胸痛,4.46385179649	苔中根部黄,4.46385179649	目困,4.46385179649	偶右胁不适,4.46385179649	排出畅,4.46385179649	腹中气多,4.46385179649	干咳,4.394858925	睡眠好转,4.38834424398	根部腻,4.38380908882	右胁隐痛,4.38380908882	排气不畅,4.38380908882	四肢冷,4.38380908882	食欲好转,4.36854161669	精神好转,4.33379866824	大便欠成形,4.3322754387	头晕好转,4.32408985412	偶胃脘隐痛,4.30970111666	头晕减轻,4.30970111666	按之觉痛,4.30970111666	纳稍增,4.30970111666	易怒,4.30970111666	脉沉弱,4.30258364889	胃胀明显好转,4.2995487452	嗳气减轻,4.26091095249	偶胸痛,4.24070824518	偶口干口苦,4.24070824518	苔黄略腻,4.24070824518	进食后腹胀,4.24070824518	反酸好转,4.24070824518	口酸,4.24070824518	全身疼痛,4.24070824518	脉左沉右弦,4.24070824518	口渴,4.24070824518	胃脘不适好转,4.24070824518	脉右弦左沉,4.24070824518	睡眠不实,4.22828572518	时轻时重,4.17616972404	视物模糊,4.17616972404	咳痰色白,4.17616972404	嗳气明显减轻,4.17616972404	小便调,4.16924928119	食欲好,4.1683875836	大便畅,4.16374720404	眠好转,4.14539806537	微畏寒,4.14539806537	咽部充血,4.14539806537	嗳气明显好转,4.14539806537	饮食不慎则胃胀,4.14539806537	目干,4.13409851012	苔黄白腻,4.12737955987	

白花蛇舌草	自觉上火,5.67826429063	口酸,5.52226004215	病情稳定,5.41940265671	舌体瘦,5.36810936232	大便有时秘结,5.36810936232	有瘀点,5.31931919815	嗳气偶作,5.27279918252	舌质红,5.25989577768	心下悸动,5.09047762572	胃脘畏寒好转,5.0139375486	腹胀不明显,4.96264425421	睡眠质量好转,4.96264425421	夜间口干减轻,4.96264425421	双下肢肿减轻,4.96264425421	家族史否认,4.89810573308	口干渴,4.86733407441	根部薄白,4.86733407441	咽部异物感减轻,4.8428430544	心悸好转,4.83748111126	口干咽燥,4.82288231184	晨起咳痰,4.78032269742	嗳气好转,4.78032269742	舌干,4.78032269742	脉弦缓,4.73380268178	背痛好转,4.67496218176	大便较前成形,4.67496218176	干咳,4.67496218176	纳眠差,4.65515955447	反复感冒,4.62617201759	苔中根部薄黄,4.62617201759	嗳气减少,4.58616668298	大便欠成形,4.58420781849	胃脘隐痛减轻,4.57965200196	嗳气明显好转,4.57965200196	口干明显,4.57965200196	口干口苦减轻,4.52081150193	稍感胃胀,4.49264062497	舌质暗红,4.49264062497	服药后好转,4.49264062497	目困,4.49264062497	胃脘部下坠感,4.49264062497	背部不适,4.49264062497	唇燥,4.43201600315	前部少苔,4.43201600315	脉沉弱,4.42668265718	反酸好转,4.42364775348	食欲好转,4.39733044516	舌木,4.39733044516	病情好转,4.38998647091	流涕,4.38728010931	小便调,4.36793714647	进食后嗳气,4.35910923234	食后嗳气,4.35287868259	饮食控制,4.33848994514	仍感胃胀,4.33848994514	头晕减轻,4.33848994514	反酸偶作,4.33848994514	吞咽不畅,4.32079036804	不喜饮,4.32079036804	睡眠好转,4.31394883622	不能多食,4.29481488164	喜温喜按,4.26949707365	偶口干口苦,4.26949707365	苔黄略腻,4.26949707365	背痛减轻,4.26949707365	偶胸痛,4.26949707365	苔薄,4.26949707365	大便不黑,4.26949707365	有时偏干,4.26949707365	脐周腹痛,4.26949707365	脉右弦左沉,4.26949707365	偶有胃脘隐痛,4.26949707365	苔根部薄黄,4.23670725083	边有齿痕,4.22825411512	胸骨后烧灼感减轻,4.20495855252	嗳气明显减轻,4.20495855252	咽痒,4.19929281498	口干好转,4.19253603252	上腹胀满,4.19253603252	伴心悸,4.17418689385	记忆力下降,4.17418689385	时有胃脘不适,4.17418689385	舌暗红胖,4.16460725699	胃脘畏寒减轻,4.16128348901	小便困难,4.1443339307	苔白厚腻,4.12491584484	苔薄白略腻,4.11534639383	有瘀斑,4.11127306844	苔薄白略黄,4.10822892606	服上药后,4.08717551686	腹部畏寒好转,4.08717551686	苔中根部黄,4.08717551686	感冒多,4.08717551686	大便干燥,4.08717551686	全身乏力,4.08717551686	胃脘畏寒明显,4.08717551686	微感口苦,4.08717551686	晨起干呕,4.08717551686	苔白腻略黄,4.04369040492	偶背痛,4.03310829559	

炒谷芽	纳略增,5.20687080709	口干不欲饮,5.20687080709	眠时好时差,5.11156062729	反酸减少,5.11156062729	纳眠差,5.01271479265	脉沉弦细,4.94450654262	苔局部花剥,4.88841707597	足跟痛,4.88841707597	烘热汗出,4.88841707597	咽部充血,4.88841707597	经期腹痛,4.85404943247	纳偏差,4.85019586315	偶肠鸣,4.80140569898	大便有时干,4.80140569898	大便不黑,4.80140569898	大便少,4.77787520157	根部黄,4.73686717785	消瘦,4.73686717785	偶有胃胀,4.72136299131	反复发作,4.69604518332	脉右弦左沉,4.69604518332	小便少,4.64725501916	胃寒,4.62705231184	眠好转,4.60073500352	腹痛减轻,4.60073500352	大便溏,4.60073500352	口干明显,4.60073500352	长期依赖泻药,4.51372362653	嗜睡,4.51372362653	食后难消,4.50065154496	听力下降,4.48295196786	泻前腹痛,4.47863230672	双下肢畏寒,4.45309900471	眠一般,4.44140296495	纳差,4.43550324282	大便时干,4.43368091886	偶干咳,4.43368091886	大便中夹有未消化物,4.42411146784	感冒不多,4.41841344673	泛吐白沫,4.41841344673	舌淡边有齿痕,4.41841344673	乏津,4.40836311087	舌下脉络瘀曲,4.39594059087	手足凉好转,4.39594059087	气上逆感,4.38019223391	腹中不适,4.3418733696	脉弦缓,4.31305293107	喜温喜按,4.29058007522	舌质暗红,4.29058007522	胃脘胃寒,4.29058007522	食后腹胀,4.29058007522	矢气减少,4.29058007522	仍有嗳气,4.29058007522	夜尿3次,4.29058007522	形体消瘦,4.29058007522	食欲欠佳,4.29058007522	时有口臭,4.29058007522	舌淡暗略胖,4.29058007522	偶咳痰,4.25135936206	手足热,4.24178991105	泻后则安,4.24178991105	脉细数,4.22604155408	咳痰色白,4.22604155408	胃脘隐痛减轻,4.19526989541	心悸减轻,4.19526989541	量不多,4.19526989541	食欲好转,4.19526989541	查胃镜示慢性胃炎,4.19526989541	受凉易作,4.19526989541	偶胸骨后疼痛,4.19526989541	时有口苦,4.17725138991	食后胃胀,4.1696274648	局部剥脱,4.15704868259	胃脘不适好转,4.13642939539	厌油腻,4.12931192762	面色萎黄,4.10825851842	两胁痛,4.10825851842	偶右胁不适,4.10825851842	口苦口干,4.10825851842	耳鸣减轻,4.10825851842	依赖镇静药,4.10825851842	心烦,4.10825851842	偶呕吐,4.10825851842	午后明显,4.10825851842	情志不舒加重,4.10825851842	瘙痒,4.10825851842	色白,4.08085954423	便前腹痛,4.05419129715	食欲差,4.02821581075	受凉后加重,4.02821581075	咽干咽痛,4.02821581075	时有腰痛,4.02821581075	易醒,4.02417540121	小便多,4.01294833862	夜间口干,4.00916761578	睡眠时好时差,4.00289800276	舌淡胖,3.98636870081	有瘀斑,3.97820539017	仍感胃胀,3.9541078386	干呕,3.9541078386	

盐知母	晨起口臭,5.417355124	舌质暗红,5.39203731602	纳眠差,5.01555974478	有齿痕,4.98657220791	脉左沉右弦,4.98657220791	牙龈出血,4.90433410967	苔灰腻,4.8912620281	小便急,4.8912620281	记忆力下降,4.8912620281	牙痛,4.86140906495	胸闷减轻,4.80425065111	舌干,4.80425065111	舌木,4.75773063548	汗多好转,4.73971212998	口腔异味,4.73642805478	根部腻,4.72420794344	手心热,4.72420794344	脉沉弦细,4.72420794344	口粘好转,4.69889013546	口臭减轻,4.68646761546	口臭,4.67817593107	手足热,4.65009997129	偶头痛,4.65009997129	口腔溃疡,4.64260929956	舌灼热感,4.62192909432	苔局部花剥,4.60357995565	嗳气好转,4.60357995565	自觉上火,4.60357995565	胃脘隐痛减轻,4.60357995565	目干涩好转,4.60357995565	面部痤疮好转,4.5811070998	反复口腔溃疡,4.52914736087	苔黄白腻,4.51656857866	排出畅,4.51656857866	皮肤痒,4.51656857866	时时欲便,4.51656857866	口臭明显减轻,4.51656857866	脉细数,4.51656857866	口淡乏味,4.51656857866	午后明显,4.51656857866	鼻干,4.48147725885	小便不畅,4.47574658414	胸骨后疼痛,4.47574658414	睡眠多梦,4.45772807864	右上腹不适,4.43652587099	四肢冷,4.43652587099	咽干咽痛,4.43652587099	喜饮,4.42125839886	胃脘胀满,4.42125839886	瘙痒,4.39878554301	易上火,4.39520772166	受凉加重,4.37680663629	干呕,4.36241789884	纳时好时差,4.36241789884	略黄,4.33424702187	大便有时偏干,4.32241256422	晨起反酸,4.29342502735	全身疼痛,4.29342502735	苔薄,4.29342502735	苔偏少,4.29342502735	苔薄黄白,4.29342502735	眼睑肿,4.29342502735	脉沉细缓,4.29342502735	右胁痛,4.2542043142	烘热,4.24463486318	小便频数,4.23785517619	偶咳嗽,4.23785517619	消瘦,4.22888650621	口苦减轻,4.21646398621	大便干结,4.20826721901	睡眠略好转,4.19811484754	根部薄白,4.19811484754	睡眠偏差,4.19811484754	嗳气偶作,4.19811484754	舌紫暗红胖,4.19811484754	咽部充血,4.19811484754	口疮,4.19811484754	偶胸骨后疼痛,4.19811484754	睡眠有时偏差,4.19811484754	大便溏,4.19811484754	苔白腻略黄,4.19278150157	进食后胃胀,4.18988434841	大便干好转,4.18009634204	时有口苦,4.18009634204	前部少,4.16826188439	感冒偏多,4.14500502223	精神好转,4.13520102213	腹胀减轻,4.12791058887	睡眠质量差,4.12508971253	不干,4.11110347056	夹有血块,4.11110347056	胃脘部下坠感,4.11110347056	目干涩,4.11110347056	大便稀,4.11110347056	腰部畏寒,4.11110347056	关节疼痛,4.11110347056	形体肥胖,4.11110347056	多梦,4.10319829105	脉沉缓,4.08757297314	大便秘结,4.08370449637	

制远志	心悸减轻,5.73974767816	膝关节畏寒,5.57269359349	舌淡暗略胖,5.36505422871	心烦易怒,5.36505422871	唇暗,5.23152283609	纳略增,5.21090354889	偶头痛,5.21090354889	大便好转,5.1419106774	口粘好转,5.1419106774	食后加重,5.1419106774	偶有胃胀,5.10268996425	反酸减少,5.0466004976	胸闷减轻,4.95958912061	偶胸闷,4.89505059947	右上腹不适,4.87954641293	食后腹胀,4.85422860495	仍有嗳气,4.85422860495	舌红暗,4.83442597765	胃脘隐痛减轻,4.75891842514	微畏寒,4.75891842514	睡眠有时偏差,4.75891842514	色黄,4.73644556929	根部黄,4.67190704815	服药后好转,4.67190704815	健忘,4.67190704815	胃脘部下坠感,4.67190704815	耳鸣减轻,4.67190704815	纳偏差,4.67190704815	依赖镇静药,4.67190704815	时有口干口苦,4.67190704815	纳眠差,4.61128242634	多梦,4.54621883299	易醒,4.53375670967	睡眠时间短,4.51775636833	大便有时偏干,4.47775103371	失眠好转,4.47123635269	腰酸,4.46426768338	小腹畏寒,4.44876349684	反复胃胀,4.44876349684	小便清长,4.44876349684	大便粘好转,4.44876349684	稍感恶心,4.44876349684	夹血块,4.44876349684	双下肢肿减轻,4.44876349684	舌暗淡胖,4.41597367402	醒后难再入睡,4.40954278369	手足热,4.39997333267	小便频数,4.39319364568	气上逆感,4.3842249757	苔薄黄略腻,4.3842249757	偶耳鸣,4.35345331704	苔灰腻,4.35345331704	眠时好时差,4.35345331704	呈绞痛,4.35345331704	咽部充血,4.35345331704	鼻燥,4.35345331704	听力下降,4.35345331704	偶有反酸,4.35345331704	时有胃脘不适,4.35345331704	偶胸骨后疼痛,4.35345331704	口干明显,4.35345331704	畏风,4.3405499122	大便已成形,4.32360035389	大便中夹有未消化物,4.29461281701	睡眠质量差,4.28042818202	嘈杂,4.26644194005	偶右胁不适,4.26644194005	视物模糊,4.26644194005	口干舌燥,4.26644194005	时有右胁痛,4.26644194005	大便少,4.24291144264	眠中易醒,4.21237471878	牙龈出血,4.21237471878	右胁痛,4.18639923237	剑突下偏右侧疼痛,4.18639923237	小便多,4.17113176024	大便头干,4.17113176024	肠鸣减轻,4.16108142439	不能食冷,4.14648262497	心悸,4.12378563964	烘热,4.11229126022	咳吐不利,4.11229126022	大便困难,4.11229126022	腹部喜温,4.11229126022	右上腹疼痛,4.11229126022	大便干结,4.11229126022	眠差,4.10392301055	食后胃胀,4.08664882961	食后明显,4.06577124458	乏力减轻,4.06577124458	反食,4.05672140906	偶心悸,4.04329838873	矢气减少,4.04329838873	动则汗出,4.04329838873	脉沉细缓,4.04329838873	头晕好转,4.02131948201	晨起口苦,4.01512751176	局部剥脱,3.97875986759	胸骨后烧灼感减轻,3.97875986759	汗出,3.97875986759	

砂仁	脘腹畏寒,5.32120852403	口粘减轻,5.30179043817	消瘦,5.24830175322	大便有时秘结,5.15868959453	嘈杂,4.97636803773	时有口干口苦,4.97636803773	面部烘热,4.9118295166	食后腹胀,4.87100752208	口干不欲饮,4.87100752208	面色萎黄,4.79404648094	面部痤疮好转,4.75322448642	吞咽食物时梗噎不畅,4.68868596528	微感口苦,4.68868596528	口干苦,4.68868596528	大便头干,4.65791430662	纳眠差,4.62806134347	食欲不振,4.62806134347	大便时干,4.60864325761	口苦口干,4.57090292963	咽部不适,4.54104996648	纳稍增,4.53453528546	进食生冷加重,4.53453528546	PG,4.53453528546	有瘀点,4.53453528546	胸骨后不适,4.52905581969	腹中不适,4.51683570836	小腹胀满,4.46554241397	胃寒,4.46554241397	咳痰,4.46554241397	舌质暗红,4.46554241397	胃脘胃寒,4.46554241397	胃脘不适好转,4.46554241397	时干时稀,4.46554241397	偶有便不尽感,4.46554241397	脉沉弱,4.42205730203	偶口苦,4.4167522498	胸骨后烧灼感减轻,4.40100389283	嗜睡,4.40100389283	腹部畏寒明显,4.37023223416	烘热汗出,4.37023223416	咽部充血,4.37023223416	查胃镜示慢性胃炎,4.37023223416	右侧腹胀,4.37023223416	足跟痛,4.37023223416	嗳气不畅,4.35598021146	偶胃脘隐痛,4.35221372866	精神好转,4.30731840875	中有裂纹,4.29612426201	胸痛,4.28322085717	服药后好转,4.28322085717	晨起干呕,4.28322085717	午后明显,4.28322085717	色白,4.25582188299	舌暗淡胖,4.25043103435	便前腹痛,4.2291536359	质干,4.21868233604	胃脘不适,4.21508305201	舌偏红,4.21422798569	左下腹疼痛,4.2031781495	夜尿多,4.2031781495	眠好转,4.18791067737	舌暗淡,4.17786034152	睡眠时好时差,4.17786034152	否认过敏史,4.16543782152	脉细弦,4.14968946455	苔黄白腻,4.12907017735	苔中根部薄黄,4.12907017735	小便少,4.12907017735	胁痛,4.12907017735	易怒,4.12907017735	苔前部少,4.10089930038	眠好,4.09084896453	食欲好转,4.08255016171	四肢凉,4.08255016171	偶咳嗽,4.07350032619	嗳气频作,4.06964675688	反酸好转,4.06007730586	夹未消化物,4.06007730586	量偏少,4.03809839914	腹部畏寒减轻,4.02728748304	根部薄黄,4.02728748304	胃脘畏寒减轻,4.02085659271	唇干,4.01355729023	气上逆感,3.99553878472	量多,3.99553878472	根部黄,3.99553878472	大便黑,3.99553878472	右胁不适,3.99553878472	背部不适,3.99553878472	苔薄黄略腻,3.99553878472	胸骨后烧灼感,3.99553878472	纳偏少,3.99553878472	脉细数,3.99553878472	时有恶心,3.98311626472	病情好转,3.97084617213	时有反酸,3.96813981053	纳一般,3.9675257485	时有口干,3.96476712606	嗳气好转,3.96476712606	舌淡胖,3.95653662692	

煅瓦楞子	出汗多,5.54277502325	进食后偶嗳气,5.53522781761	反酸偶作,5.38862434342	心悸好转,5.3279997216	颈部不适,5.12626007895	手足热,5.11669062794	时有胃脘不适,5.0701706123	晨起咳痰,4.98315923531	时有右胁痛,4.98315923531	反酸减轻,4.93436907114	舌苔根部厚,4.90311652764	乏力明显好转,4.90311652764	胸骨后灼热感,4.90311652764	大便较前成形,4.87779871965	胃脘及背部畏寒,4.87779871965	两胁疼痛,4.87779871965	反酸好转,4.87779871965	生气后加重,4.82900855549	头晕减轻,4.82900855549	咽部有痰,4.76958513501	大便粘好转,4.760015684	胸闷减轻,4.69547716286	胃脘畏寒明显,4.69547716286	偶胸闷,4.69547716286	时有呕吐,4.69547716286	咽部有异物感,4.69547716286	反酸,4.66648962599	大便头干,4.66470550419	胸骨后烧灼感,4.63831874902	舌淡紫暗胖,4.61543445519	夜间明显,4.54784116405	偶胃脘隐痛,4.54132648303	按之觉痛,4.54132648303	腹部喜温,4.54132648303	烧心,4.51800936448	略黄,4.51315560607	大便黑,4.51315560607	胃脘畏寒减轻,4.49765141953	偶胸痛,4.47233361155	喜温喜按,4.47233361155	进食后腹胀,4.47233361155	小腹胀满,4.47233361155	背部畏寒,4.47233361155	苔根部腻,4.47233361155	口酸,4.47233361155	色黄,4.47233361155	声音嘶哑,4.47233361155	反复发作,4.47233361155	稍感恶心,4.47233361155	晨起嗳气,4.47233361155	色黑,4.37702343174	偶耳鸣,4.37702343174	伴心悸,4.37702343174	胃脘胀满,4.37702343174	呕吐,4.37702343174	目干涩好转,4.37702343174	口疮,4.37702343174	白带多,4.37702343174	舌尖红,4.33880221892	苔白厚腻,4.32775238274	腹部畏寒好转,4.29001205475	口淡乏味,4.29001205475	舌淡红胖,4.29001205475	排出畅,4.29001205475	耳鸣减轻,4.29001205475	全身乏力,4.29001205475	吞咽食物时梗噎不畅,4.29001205475	面色黄,4.29001205475	大便有时不成形,4.26939276755	右胁胀,4.25722223193	咽部异物感减轻,4.25722223193	小便不畅,4.24919006023	畏脘畏寒,4.24349203912	病情稳定,4.23594483348	流清涕,4.23594483348	吞咽不畅,4.23594483348	不喜饮,4.23594483348	胃脘畏寒好转,4.23594483348	畏风,4.20996934708	右胁隐痛,4.20996934708	舌紫暗胖,4.1972303213	听力下降,4.19470187495	有时不成形,4.17753407133	时有恶心,4.1722290191	口干好转,4.1722290191	胸骨后不适,4.16812223714	舌红暗,4.1648489118	小便调,4.14956021928	进食后加重,4.13586137493	时有口苦,4.13586137493	干呕,4.13586137493	烘热,4.13586137493	纳稍增,4.13586137493	小便少,4.13586137493	口干喜饮,4.13586137493	进食生冷加重,4.13586137493	胃脘不适好转,4.13586137493	时有胃脘隐痛,4.13586137493	易怒,4.13586137493	腹部畏寒喜暖,4.13586137493	
